OUTBOUND_DATE,PLANT_NAME,MODE_OF_TRANSPORT,MATERIAL_NAME,CUSTOMER_NUMBER,NET_QUANTITY_MT
1/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-01053,5.5
1/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-01053,19.25
1/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0184,CST-01042,11
1/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0099,CST-01121,11
1/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0062,CST-01121,11
1/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0071,CST-01333,12.375
1/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0424,CST-01333,12.375
1/11/2024,SINGAPORE-WAREHOUSE,Truck,MAT-0234,CST-01491,0.4
1/11/2024,SINGAPORE-WAREHOUSE,Truck,MAT-0024,CST-01020,24.75
2/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0354,CST-01025,24.75
2/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0207,CST-01291,24.75
2/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0354,CST-01272,24.75
2/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0099,CST-01120,24.75
2/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0207,CST-01291,24.75
2/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0354,CST-01272,24.75
2/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0207,CST-01291,24.75
2/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0099,CST-01120,24.75
2/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0354,CST-01272,24.75
2/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0354,CST-01025,24.75
2/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0207,CST-01291,24.75
2/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-01187,24.75
2/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0376,CST-01167,25.5
2/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0376,CST-01167,25.5
2/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0376,CST-01167,25.5
2/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0376,CST-01167,25.5
2/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0268,CST-01073,25.5
2/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-01187,1.375
2/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-01187,23.375
2/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0210,CST-01008,8.25
2/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0210,CST-01008,2.75
2/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0085,CST-01492,1.375
2/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0156,CST-01492,22
2/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0354,CST-01165,22
2/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0354,CST-01165,2.75
2/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0099,CST-01120,23.375
2/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0099,CST-01120,1.375
2/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0354,CST-01025,20.625
2/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0354,CST-01025,4.125
2/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0354,CST-01025,11
2/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0354,CST-01025,13.75
2/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0354,CST-01272,17.875
2/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0354,CST-01272,6.875
3/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0234,CST-01025,24.75
3/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0354,CST-01025,24.75
3/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-00661,24.75
3/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-00661,24.75
3/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-01140,24.75
3/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-01493,24.75
3/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-01493,24.75
3/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-01493,24.75
3/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0056,CST-01136,24.75
3/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0056,CST-01121,24.75
3/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0308,CST-01044,1.375
3/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0395,CST-01044,23.375
3/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0365,CST-01494,5
3/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0221,CST-01494,5
3/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0056,CST-01121,17.875
3/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0056,CST-01121,6.875
3/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0275,CST-01257,2.75
3/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0275,CST-01257,11
3/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0275,CST-01257,5.5
3/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0275,CST-01257,5.5
3/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-01324,6.875
3/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-01324,17.875
3/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0051,CST-01151,8.75
3/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0051,CST-01151,1.25
3/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0366,CST-01067,18.75
3/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0366,CST-01067,18.75
3/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0366,CST-01067,3.75
3/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0366,CST-01067,3.75
3/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0122,CST-01017,5
3/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0122,CST-01017,5
3/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0354,CST-01025,23.375
3/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0354,CST-01025,1.375
4/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0165,CST-01089,24.75
4/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0354,CST-00661,24.75
4/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0056,CST-01024,24.75
4/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0354,CST-00661,24.75
4/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0056,CST-01024,24.75
4/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0099,CST-01105,24.75
4/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0354,CST-00661,24.75
4/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0099,CST-01105,24.75
4/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-01409,24.75
4/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-01409,24.75
4/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0349,CST-01048,24.75
4/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-01409,24.75
4/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-01337,24.75
4/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-01337,24.75
4/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-01493,24.75
4/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-01493,24.75
4/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0268,CST-00002,25.5
4/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0268,CST-00002,25.5
4/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0268,CST-00002,25.5
4/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0268,CST-00002,25.5
4/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0085,CST-01492,0.25
4/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0165,CST-01089,12.375
4/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0165,CST-01089,12.375
4/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-01091,9.625
4/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-01091,4.125
4/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-01091,15.125
4/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-01091,20.625
4/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-01028,20.625
4/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-01028,4.125
4/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-01409,4.125
4/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-01409,20.625
4/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-01324,22
4/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-01324,2.75
4/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0099,CST-01105,23.375
4/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0099,CST-01105,1.375
4/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0354,CST-00661,15.125
4/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0354,CST-00661,9.625
4/11/2024,SINGAPORE-WAREHOUSE,Truck,MAT-0309,CST-01280,6.88
4/11/2024,SINGAPORE-WAREHOUSE,Truck,MAT-0423,CST-01280,13.75
4/11/2024,SINGAPORE-WAREHOUSE,Truck,MAT-0109,CST-01040,22
4/11/2024,SINGAPORE-WAREHOUSE,Truck,MAT-0109,CST-01040,2.75
4/11/2024,SINGAPORE-WAREHOUSE,Truck,MAT-0056,CST-01362,0.6
4/11/2024,SINGAPORE-WAREHOUSE,Truck,MAT-0252,CST-01362,23.38
4/11/2024,SINGAPORE-WAREHOUSE,Truck,MAT-0211,CST-01280,4.13
4/11/2024,SINGAPORE-WAREHOUSE,Truck,MAT-0376,CST-01487,25.5
4/11/2024,SINGAPORE-WAREHOUSE,Truck,MAT-0273,CST-01040,24.75
4/11/2024,SINGAPORE-WAREHOUSE,Truck,MAT-0164,CST-01148,24.75
4/11/2024,SINGAPORE-WAREHOUSE,Truck,MAT-0184,CST-01040,24.75
4/11/2024,SINGAPORE-WAREHOUSE,Truck,MAT-0184,CST-01040,24.75
5/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0234,CST-01308,24.75
5/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0354,CST-01291,24.75
5/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0354,CST-01291,24.75
5/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0354,CST-01291,24.75
5/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0354,CST-01291,24.75
5/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0354,CST-01291,24.75
5/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0354,CST-00268,24.75
5/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0234,CST-01308,24.75
5/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0354,CST-01291,24.75
5/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0234,CST-01308,24.75
5/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0354,CST-00268,24.75
5/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0354,CST-01291,24.75
5/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0354,CST-00268,24.75
5/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0354,CST-01291,24.75
5/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0354,CST-01291,24.75
5/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0295,CST-00752,24.75
5/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0354,CST-01291,24.75
5/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0354,CST-01291,24.75
5/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0354,CST-01291,24.75
5/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0354,CST-01291,24.75
5/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0354,CST-01291,24.75
5/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0354,CST-00268,24.75
5/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0354,CST-01291,24.75
5/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0354,CST-00268,24.75
5/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0354,CST-01291,24.75
5/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0354,CST-01291,24.75
5/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0354,CST-01291,24.75
5/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0354,CST-01291,24.75
5/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0234,CST-01308,24.75
5/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0354,CST-00268,24.75
5/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0267,CST-01456,24.75
5/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0268,CST-01472,25.5
5/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0268,CST-01472,25.5
5/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0354,CST-01456,0.1
5/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0099,CST-01232,4.125
5/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0099,CST-01232,20.625
5/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0267,CST-01456,24.75
5/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0320,CST-01333,6.875
5/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0320,CST-01333,5.5
5/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0295,CST-00752,8.25
5/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0354,CST-00268,6.875
5/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0354,CST-00268,17.875
5/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0354,CST-00268,17.875
5/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0295,CST-00752,16.5
5/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0354,CST-00268,6.875
5/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0354,CST-01291,15.125
5/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0354,CST-01291,5.5
5/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0354,CST-01291,2.75
5/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0354,CST-01291,23.375
5/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0354,CST-01291,19.25
5/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0354,CST-01291,16.5
5/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0354,CST-01291,1.375
5/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0354,CST-01291,9.625
5/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0354,CST-01291,16.5
5/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0354,CST-01291,2.75
5/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0354,CST-01291,5.5
5/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0354,CST-01291,5.5
5/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0224,CST-01333,12.375
5/11/2024,SINGAPORE-WAREHOUSE,Truck,MAT-0074,CST-01127,9.63
5/11/2024,SINGAPORE-WAREHOUSE,Truck,MAT-0212,CST-01219,24.75
6/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-01082,24.75
6/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0068,CST-01032,24.75
6/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0068,CST-01032,24.75
6/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0068,CST-01032,24.75
6/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0268,CST-01495,25.5
6/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0268,CST-01495,25.5
6/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0273,CST-01050,0.3
6/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0273,CST-01050,0.4
6/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0221,CST-01490,2.5
6/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0221,CST-01490,20
6/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-01082,8.25
6/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0068,CST-01032,2.75
6/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0012,CST-01486,5.5
6/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0171,CST-01486,5.5
6/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0012,CST-01486,11
6/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0068,CST-01032,22
6/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0165,CST-01486,2.75
6/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-01082,16.5
6/11/2024,SINGAPORE-WAREHOUSE,Truck,MAT-0376,CST-01487,25.5
7/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0099,CST-01002,24.75
7/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0099,CST-01002,24.75
7/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0099,CST-01002,24.75
7/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0267,CST-01240,24.75
7/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0336,CST-01314,24.75
7/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0085,CST-01295,24.75
7/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0268,CST-01035,25.5
7/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0233,CST-01035,25.5
7/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0233,CST-01035,25.5
7/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0376,CST-00325,25.5
7/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0268,CST-01167,25.5
7/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0376,CST-00325,25.5
7/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0376,CST-00325,25.5
7/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0376,CST-00325,25.5
7/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0268,CST-01167,25.5
7/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0268,CST-01167,25.5
7/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0376,CST-00325,25.5
7/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0376,CST-00325,25.5
7/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0268,CST-01167,25.5
7/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0175,CST-01278,1.375
7/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0175,CST-01278,23.375
7/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-01187,11
7/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-01187,13.75
7/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0268,CST-01062,22.5
7/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0099,CST-01002,4.125
7/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0099,CST-01002,20.625
7/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0197,CST-01062,3
7/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0182,CST-01003,2.5
7/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0303,CST-01003,7.5
7/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0234,CST-01295,20.625
7/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0234,CST-01295,4.125
7/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0221,CST-01096,1.25
7/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0221,CST-01096,8.75
7/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0243,CST-01135,13.75
7/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0413,CST-01135,8.25
7/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0243,CST-01135,2.75
7/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0340,CST-01269,23.375
7/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0340,CST-01269,1.375
7/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0221,CST-01096,10
7/11/2024,SINGAPORE-WAREHOUSE,Truck,MAT-0255,CST-01071,23.38
7/11/2024,SINGAPORE-WAREHOUSE,Truck,MAT-0255,CST-01071,1.38
8/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0354,CST-01025,24.75
8/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0354,CST-01025,24.75
8/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0354,CST-01025,24.75
8/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0354,CST-01025,24.75
8/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0354,CST-01025,24.75
8/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0354,CST-01025,24.75
8/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0234,CST-01025,24.75
8/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0354,CST-01025,24.75
8/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0234,CST-01025,24.75
8/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0354,CST-01025,24.75
8/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0211,CST-01034,24.75
8/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0413,CST-01011,24.75
8/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0234,CST-01011,17.875
8/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0062,CST-01496,1.375
8/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0062,CST-01496,23.375
8/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0234,CST-01011,20.625
8/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0234,CST-01011,4.125
8/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0234,CST-01011,6.875
8/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0104,CST-01034,23.375
8/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0104,CST-01034,1.375
8/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0354,CST-00745,5.5
8/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0354,CST-00745,19.25
8/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0374,CST-01483,11
8/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0374,CST-01483,13.75
9/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0301,CST-01223,24.75
9/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0268,CST-01497,25.5
9/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0051,CST-01111,22.5
9/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0051,CST-01111,22.5
9/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0116,CST-01354,1.375
9/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0051,CST-01375,15
9/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0340,CST-01432,11
9/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0340,CST-01432,13.75
9/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0366,CST-01498,13.75
9/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0366,CST-01498,8.75
9/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-01114,17.875
9/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0301,CST-01229,22
9/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-01114,6.875
9/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0301,CST-01229,2.75
10/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0212,CST-01025,24.75
10/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0212,CST-01025,24.75
10/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0423,CST-01259,24.75
10/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0012,CST-01451,24.75
10/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-01086,24.75
10/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-01086,24.75
10/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-01409,24.75
10/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-01409,24.75
10/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-01409,24.75
10/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0340,CST-01100,24.75
10/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-01409,24.75
10/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0268,CST-01016,25.5
10/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0268,CST-01189,25.5
10/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0268,CST-01189,25.5
10/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0268,CST-01016,25.5
10/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0268,CST-01189,25.5
10/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0268,CST-01016,25.5
10/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0268,CST-01189,25.5
10/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0268,CST-01016,25.5
10/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0268,CST-01499,25.5
10/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0268,CST-01499,25.5
10/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0268,CST-01499,25.5
10/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0268,CST-01499,25.5
10/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0268,CST-01500,25.5
10/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0366,CST-01198,5
10/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0366,CST-01198,2.5
10/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0366,CST-01198,15
10/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0237,CST-01260,22
10/11/2024,SINGAPORE-WAREHOUSE,Marine,MAT-0423,CST-01259,15.125
